Date,Store Location,Product Category,Product Name,Quantity Sold,Unit Price (₦),Total Sales (₦),Payment Method,Salesperson
06/01/2025,Gwarinpa,Household Items,Air Freshener,-1,1232.16,100000,,Unknown
06/01/2025,Utako,Household Items,Hand Sanitizer,0,1801.73,100000,POS,Alice
06/01/2025,Wuse,Household Items,Hand Sanitizer,-1,872.77,-500,,Cynthia
06/01/2025,Garki,Uncategorised,Unknown Product,0,1136.16,-500,,Alice
06/01/2025,Wuse,Household Items,Hand Sanitizer,1000,669.59,669590,Transfer,Alice
06/01/2025,Garki,Uncategorised,Unknown Product,0,131.61,0,Transfer,Unknown
06/01/2025,Maitama,Household Items,Air Freshener,-1,-173.25,100000,,Alice
06/01/2025,Wuse,Uncategorised,Unknown Product,-1,1380.21,100000,POS,Alice
06/01/2025,Garki,Snacks,Meat Pie,0,463.38,-500,Transfer,Alice
06/01/2025,Gwarinpa,Beverages,Fanta,0,619.84,-500,Transfer,Chinedu
06/01/2025,Gwarinpa,Household Items,Detergent,1000,117.92,117920,,Bola
06/01/2025,Central Area,Household Items,Detergent,11,1329.46,14624.06,,Unknown
06/01/2025,Central Area,Snacks,Cake,0,735.85,0,Cash,Unknown
06/01/2025,Central Area,Household Items,Toilet Roll,0,99.98,0,POS,Alice
06/01/2025,Central Area,Snacks,Cake,0,1127.78,100000,Cash,Bola
06/01/2025,Garki,Household Items,Hand Sanitizer,1000,790,790000,Transfer,Bola
06/01/2025,Wuse,Snacks,Chin Chin,0,764.12,-500,Cash,Alice
06/01/2025,Central Area,Uncategorised,Unknown Product,-1,1053.15,0,Cash,Emeka
06/01/2025,Gwarinpa,Uncategorised,Unknown Product,0,-325.52,-500,POS,Dami
06/01/2025,Central Area,Household Items,Hand Sanitizer,1000,148.45,148450,Transfer,Cynthia
06/01/2025,Wuse,Snacks,Biscuits,18,212.09,3817.62,,Unknown
06/01/2025,Central Area,Household Items,Toilet Roll,1000,450.62,450620,Transfer,Alice
06/01/2025,Central Area,Uncategorised,Unknown Product,14,-139.85,100000,Transfer,Cynthia
06/01/2025,Maitama,Uncategorised,Unknown Product,0,1835.31,0,POS,Alice
06/01/2025,Central Area,Snacks,Chin Chin,1000,997.41,997410,,Alice
06/01/2025,Gwarinpa,Beverages,Five Alive Juice,1,1495.92,1495.92,Transfer,Fatima
06/01/2025,Maitama,Snacks,Plantain Chips,-1,371.14,0,Cash,Chinedu
06/01/2025,Maitama,Uncategorised,Unknown Product,14,970.45,13586.3,POS,Emeka
06/01/2025,Garki,Household Items,Toilet Roll,-1,1403.75,-500,POS,Bola
06/01/2025,Wuse,Snacks,Plantain Chips,0,62.43,0,POS,Emeka
06/01/2025,Wuse,Household Items,Toilet Roll,8,1436.6,11492.8,Transfer,Bola
06/01/2025,Maitama,Uncategorised,Unknown Product,-1,1209.74,-500,POS,Alice
06/01/2025,Gwarinpa,Household Items,Dish Soap,-1,679.14,0,Cash,Chinedu
06/01/2025,Central Area,Uncategorised,Unknown Product,-1,303.84,100000,,Emeka
06/01/2025,Gwarinpa,Uncategorised,Unknown Product,7,901.71,6311.97,,Chinedu
06/01/2025,Central Area,Uncategorised,Unknown Product,1000,1801.84,1801840,Cash,Unknown
06/01/2025,Utako,Uncategorised,Unknown Product,0,-79.68,-500,POS,Unknown
06/01/2025,Maitama,Uncategorised,Unknown Product,1000,78.47,78470,POS,Alice
06/01/2025,Wuse,Snacks,Biscuits,1000,1402.22,1402220,Transfer,Alice
06/01/2025,Maitama,Uncategorised,Unknown Product,-1,569.42,0,POS,Unknown
06/01/2025,Gwarinpa,Uncategorised,Unknown Product,1000,747.17,747170,,Alice
06/01/2025,Wuse,Uncategorised,Unknown Product,0,-435.3,0,POS,Emeka
06/01/2025,Maitama,Beverages,Fanta,1000,1082.08,1082080,Cash,Unknown
06/01/2025,Maitama,Uncategorised,Unknown Product,1000,627.01,627010,Transfer,Emeka
06/01/2025,Garki,Uncategorised,Unknown Product,-1,19.45,-500,POS,Alice
06/01/2025,Wuse,Household Items,Dish Soap,1000,1580.03,1580030,,Emeka
06/01/2025,Maitama,Uncategorised,Unknown Product,1000,-104.98,100000,Cash,Alice
06/01/2025,Utako,Snacks,Chin Chin,-1,1844.45,0,Cash,Unknown
06/01/2025,Gwarinpa,Uncategorised,Unknown Product,1000,-243.05,-500,Transfer,Dami
06/01/2025,Wuse,Beverages,Five Alive Juice,1000,1396.42,1396420,,Bola
06/01/2025,Wuse,Uncategorised,Unknown Product,0,1432.52,100000,Transfer,Emeka
06/01/2025,Gwarinpa,Snacks,Plantain Chips,-1,1389.32,0,,Emeka
06/01/2025,Gwarinpa,Beverages,Water,1000,269.25,269250,POS,Alice
06/01/2025,Gwarinpa,Uncategorised,Unknown Product,0,542.26,0,Transfer,Cynthia
06/01/2025,Central Area,Household Items,Hand Sanitizer,2,-443.1,100000,,Alice
06/01/2025,Wuse,Uncategorised,Unknown Product,0,1448.42,0,Transfer,Unknown
06/01/2025,Central Area,Beverages,Pepsi,14,1546.81,21655.34,Transfer,Fatima
06/01/2025,Maitama,Snacks,Chin Chin,13,211.35,2747.55,Transfer,Unknown
06/01/2025,Wuse,Beverages,Water,1000,1779.81,1779810,POS,Unknown
06/01/2025,Central Area,Beverages,Coca-Cola,-1,1631.42,100000,Cash,Unknown
06/01/2025,Wuse,Uncategorised,Unknown Product,1000,-156.83,-500,Cash,Dami
06/01/2025,Garki,Uncategorised,Unknown Product,-1,1947.94,0,Transfer,Unknown
06/01/2025,Central Area,Uncategorised,Unknown Product,1000,8.72,8720,Transfer,Chinedu
06/01/2025,Wuse,Snacks,Cake,0,1048.44,100000,Cash,Chinedu
06/01/2025,Garki,Household Items,Dish Soap,-1,1588.1,100000,POS,Alice
06/01/2025,Gwarinpa,Household Items,Toilet Roll,0,-145.37,0,POS,Bola
06/01/2025,Central Area,Household Items,Detergent,12,1025.46,12305.52,,Unknown
06/01/2025,Garki,Snacks,Meat Pie,0,409.43,0,POS,Fatima
06/01/2025,Garki,Snacks,Biscuits,1000,1419.46,1419460,Cash,Cynthia
06/01/2025,Wuse,Snacks,Chin Chin,0,1788.43,0,Transfer,Dami
06/01/2025,Gwarinpa,Beverages,Fanta,0,510.6,-500,Transfer,Bola
06/01/2025,Wuse,Beverages,Coca-Cola,-1,924.41,0,Transfer,Bola
06/01/2025,Wuse,Uncategorised,Unknown Product,1000,1533.07,1533070,Transfer,Emeka
06/01/2025,Central Area,Uncategorised,Unknown Product,0,771.7,-500,POS,Fatima
06/01/2025,Garki,Household Items,Dish Soap,1000,1693.65,1693650,Transfer,Emeka
06/01/2025,Central Area,Uncategorised,Unknown Product,20,722.85,14457,,Unknown
06/01/2025,Maitama,Snacks,Chin Chin,17,1326.7,22553.9,Transfer,Alice
06/01/2025,Gwarinpa,Household Items,Dish Soap,15,908,13620,POS,Alice
06/01/2025,Utako,Snacks,Chin Chin,-1,-44.09,-500,Cash,Cynthia
06/01/2025,Utako,Household Items,Toilet Roll,-1,557.38,0,,Emeka
06/01/2025,Wuse,Uncategorised,Unknown Product,-1,-310.91,0,Cash,Unknown
06/01/2025,Maitama,Uncategorised,Unknown Product,1000,1216.84,1216840,Cash,Bola
06/01/2025,Utako,Beverages,Five Alive Juice,-1,-43.7,-500,Transfer,Unknown
06/01/2025,Utako,Snacks,Biscuits,9,1606.73,14460.57,Transfer,Alice
06/01/2025,Central Area,Uncategorised,Unknown Product,0,1742.23,100000,Cash,Unknown
06/01/2025,Garki,Uncategorised,Unknown Product,0,-496.28,100000,POS,Dami
06/01/2025,Gwarinpa,Household Items,Hand Sanitizer,0,1322.41,-500,Transfer,Bola
06/01/2025,Gwarinpa,Uncategorised,Unknown Product,1000,1159.51,1159510,Cash,Bola
06/01/2025,Central Area,Snacks,Biscuits,-1,1068.53,100000,Cash,Alice
06/01/2025,Maitama,Beverages,Water,-1,1502.98,0,Cash,Unknown
06/01/2025,Utako,Beverages,Water,0,1043.42,0,POS,Alice
06/01/2025,Wuse,Uncategorised,Unknown Product,0,612.03,-500,,Bola
06/01/2025,Garki,Snacks,Biscuits,1000,-70.49,-500,POS,Unknown
06/01/2025,Gwarinpa,Household Items,Hand Sanitizer,5,-2.94,100000,POS,Chinedu
06/01/2025,Gwarinpa,Snacks,Meat Pie,-1,1114.06,-500,Cash,Alice
06/01/2025,Wuse,Uncategorised,Unknown Product,16,1334.69,21355.04,,Alice
06/01/2025,Wuse,Beverages,Five Alive Juice,6,-319.27,100000,Cash,Unknown
06/01/2025,Utako,Beverages,Fanta,-1,773.34,0,,Alice
06/01/2025,Central Area,Beverages,Water,13,1963.48,25525.24,POS,Chinedu
06/01/2025,Utako,Snacks,Biscuits,2,1284.07,2568.14,POS,Alice
06/01/2025,Central Area,Uncategorised,Unknown Product,11,1091.72,12008.92,POS,Dami
06/01/2025,Wuse,Uncategorised,Unknown Product,1000,-191.88,-500,POS,Alice
06/01/2025,Central Area,Beverages,Pepsi,1000,529.83,529830,POS,Chinedu
06/01/2025,Wuse,Snacks,Meat Pie,0,1496.09,-500,,Fatima
06/01/2025,Wuse,Uncategorised,Unknown Product,1000,-487.86,-500,POS,Unknown
06/01/2025,Wuse,Household Items,Detergent,0,1226.78,0,Transfer,Chinedu
06/01/2025,Gwarinpa,Uncategorised,Unknown Product,0,1201.26,100000,Transfer,Fatima
06/01/2025,Utako,Uncategorised,Unknown Product,1000,459.09,459090,,Emeka
06/01/2025,Central Area,Snacks,Cake,1000,-15.55,0,Transfer,Unknown
06/01/2025,Wuse,Uncategorised,Unknown Product,1000,-109.82,100000,,Alice
06/01/2025,Utako,Beverages,Five Alive Juice,12,1319.87,15838.44,POS,Unknown
06/01/2025,Gwarinpa,Household Items,Air Freshener,18,1742.99,31373.82,POS,Chinedu
06/01/2025,Central Area,Snacks,Chin Chin,0,838.56,0,Transfer,Alice
06/01/2025,Central Area,Beverages,Fanta,1000,658.28,658280,Transfer,Alice
06/01/2025,Utako,Household Items,Toilet Roll,12,279.03,3348.36,POS,Fatima
06/01/2025,Utako,Uncategorised,Unknown Product,14,1886.38,26409.32,POS,Chinedu
06/01/2025,Maitama,Household Items,Dish Soap,7,369.87,2589.09,,Bola
06/01/2025,Wuse,Snacks,Cake,-1,1134.61,100000,,Unknown
06/01/2025,Gwarinpa,Snacks,Plantain Chips,1000,141.59,141590,POS,Unknown
06/01/2025,Wuse,Uncategorised,Unknown Product,10,1208.6,12086,POS,Fatima
06/01/2025,Wuse,Uncategorised,Unknown Product,1000,-94.02,-500,POS,Cynthia
06/01/2025,Central Area,Beverages,Water,0,1897.78,100000,POS,Fatima
06/01/2025,Utako,Household Items,Hand Sanitizer,-1,893.43,0,Transfer,Emeka
06/01/2025,Gwarinpa,Snacks,Chin Chin,1000,-45.38,0,POS,Bola
06/01/2025,Utako,Uncategorised,Unknown Product,-1,-108.91,0,POS,Emeka
06/01/2025,Wuse,Uncategorised,Unknown Product,0,1871.07,100000,,Dami
06/01/2025,Central Area,Beverages,Coca-Cola,4,-201.71,0,Transfer,Bola
06/01/2025,Central Area,Snacks,Plantain Chips,10,847.99,8479.9,Transfer,Dami
06/01/2025,Maitama,Household Items,Detergent,0,-125.37,100000,Cash,Dami
06/01/2025,Central Area,Uncategorised,Unknown Product,9,1250.46,11254.14,Transfer,Unknown
06/01/2025,Gwarinpa,Beverages,Water,-1,1332.31,100000,POS,Emeka
06/01/2025,Maitama,Household Items,Hand Sanitizer,9,1099.83,9898.47,POS,Unknown
06/01/2025,Utako,Snacks,Plantain Chips,20,1858.09,37161.8,POS,Fatima
06/01/2025,Gwarinpa,Beverages,Water,-1,587.87,-500,POS,Unknown
06/01/2025,Gwarinpa,Uncategorised,Unknown Product,0,-383.8,100000,Transfer,Fatima
06/01/2025,Wuse,Household Items,Detergent,1000,553.75,553750,POS,Cynthia
06/01/2025,Utako,Uncategorised,Unknown Product,0,1547.53,100000,,Chinedu
06/01/2025,Gwarinpa,Uncategorised,Unknown Product,-1,1068.79,-500,Transfer,Alice
06/01/2025,Gwarinpa,Beverages,Five Alive Juice,14,-498.88,0,POS,Unknown
06/01/2025,Wuse,Uncategorised,Unknown Product,-1,457.41,100000,Transfer,Cynthia
06/01/2025,Gwarinpa,Snacks,Cake,0,1779.15,0,Cash,Unknown
06/01/2025,Wuse,Uncategorised,Unknown Product,7,801.77,5612.39,,Alice
06/01/2025,Wuse,Household Items,Detergent,3,746.62,2239.86,Cash,Bola
06/01/2025,Central Area,Beverages,Water,-1,-431.81,100000,,Alice
06/01/2025,Wuse,Household Items,Hand Sanitizer,-1,612.58,100000,Transfer,Unknown
06/01/2025,Garki,Uncategorised,Unknown Product,-1,643.96,-500,,Alice
06/01/2025,Maitama,Household Items,Toilet Roll,16,674.64,10794.24,,Cynthia
06/01/2025,Central Area,Household Items,Toilet Roll,1000,1481.06,1481060,Cash,Dami
06/01/2025,Utako,Beverages,Fanta,19,443.65,8429.35,Transfer,Cynthia
06/01/2025,Central Area,Uncategorised,Unknown Product,10,405.49,4054.9,,Fatima
06/01/2025,Utako,Uncategorised,Unknown Product,0,1788.19,0,Cash,Emeka
06/01/2025,Utako,Household Items,Detergent,-1,269.34,100000,POS,Bola
06/01/2025,Gwarinpa,Household Items,Dish Soap,-1,-352.79,100000,POS,Chinedu
06/01/2025,Central Area,Beverages,Pepsi,14,-14.05,-500,POS,Alice
06/01/2025,Utako,Uncategorised,Unknown Product,14,1161.87,16266.18,Transfer,Unknown
06/01/2025,Central Area,Household Items,Toilet Roll,-1,1101.29,0,Cash,Bola
06/01/2025,Gwarinpa,Uncategorised,Unknown Product,-1,1528.26,0,Transfer,Emeka
06/01/2025,Gwarinpa,Uncategorised,Unknown Product,1000,1859.31,1859310,Cash,Alice
06/01/2025,Central Area,Uncategorised,Unknown Product,-1,1919.54,0,POS,Emeka
06/01/2025,Maitama,Uncategorised,Unknown Product,-1,468.6,-500,Transfer,Alice
06/01/2025,Gwarinpa,Uncategorised,Unknown Product,0,1455.75,100000,Cash,Bola
06/01/2025,Maitama,Snacks,Cake,1000,1129.26,1129260,,Cynthia
06/01/2025,Wuse,Household Items,Air Freshener,-1,159.43,100000,Cash,Dami
06/01/2025,Wuse,Beverages,Water,0,208.09,100000,Cash,Fatima
06/01/2025,Wuse,Snacks,Biscuits,1000,-166.72,0,POS,Alice
06/01/2025,Utako,Household Items,Toilet Roll,0,76.51,0,,Dami
06/01/2025,Wuse,Uncategorised,Unknown Product,1000,1702.36,1702360,,Dami
06/01/2025,Maitama,Uncategorised,Unknown Product,1000,483.9,483900,,Dami
06/01/2025,Gwarinpa,Beverages,Five Alive Juice,-1,863.62,100000,POS,Alice
06/01/2025,Wuse,Uncategorised,Unknown Product,1000,1228.25,1228250,Transfer,Dami
06/01/2025,Central Area,Snacks,Plantain Chips,1000,52.42,52420,,Emeka
06/01/2025,Garki,Snacks,Meat Pie,0,1868.57,-500,Transfer,Fatima
06/01/2025,Central Area,Household Items,Toilet Roll,10,1576.34,15763.4,,Alice
06/01/2025,Wuse,Beverages,Water,-1,-310.32,0,POS,Alice
06/01/2025,Central Area,Uncategorised,Unknown Product,1000,168.38,168380,Transfer,Dami
06/01/2025,Wuse,Beverages,Five Alive Juice,3,71.75,215.25,,Chinedu
06/01/2025,Garki,Household Items,Dish Soap,0,-96.21,-500,POS,Fatima
06/01/2025,Wuse,Beverages,Pepsi,8,1475.17,11801.36,Transfer,Chinedu
06/01/2025,Wuse,Household Items,Air Freshener,1000,1118.95,1118950,Cash,Bola
06/01/2025,Wuse,Beverages,Pepsi,-1,1491.67,100000,Cash,Emeka
06/01/2025,Utako,Household Items,Air Freshener,5,-321.21,-500,Transfer,Alice
06/01/2025,Central Area,Uncategorised,Unknown Product,1000,1491.7,1491700,Transfer,Unknown
06/01/2025,Gwarinpa,Beverages,Fanta,-1,-413.94,0,,Alice
06/01/2025,Gwarinpa,Household Items,Hand Sanitizer,0,753.12,-500,Transfer,Alice
06/01/2025,Gwarinpa,Snacks,Chin Chin,20,-346.8,0,POS,Alice
06/01/2025,Wuse,Uncategorised,Unknown Product,-1,75.7,100000,Transfer,Cynthia
06/01/2025,Gwarinpa,Household Items,Air Freshener,-1,-78.82,100000,Transfer,Emeka
06/01/2025,Maitama,Snacks,Biscuits,5,1337.93,6689.65,Cash,Alice
06/01/2025,Central Area,Household Items,Detergent,3,253.05,759.15,Transfer,Dami
06/01/2025,Wuse,Beverages,Coca-Cola,9,-366.82,-500,Cash,Bola
06/01/2025,Utako,Uncategorised,Unknown Product,1000,1737.27,1737270,,Dami
06/01/2025,Wuse,Household Items,Dish Soap,13,-38.68,-500,Cash,Unknown
06/01/2025,Central Area,Snacks,Meat Pie,1000,1779.77,1779770,Transfer,Fatima
06/01/2025,Central Area,Uncategorised,Unknown Product,18,897.54,16155.72,,Unknown
06/01/2025,Garki,Beverages,Pepsi,15,-99.58,100000,Transfer,Unknown
06/01/2025,Garki,Beverages,Coca-Cola,17,210.24,3574.08,POS,Bola
06/01/2025,Garki,Beverages,Pepsi,3,1295.94,3887.82,Transfer,Fatima
06/01/2025,Gwarinpa,Uncategorised,Unknown Product,0,50.08,-500,POS,Cynthia
06/01/2025,Gwarinpa,Beverages,Fanta,-1,683.74,-500,POS,Cynthia
06/01/2025,Gwarinpa,Household Items,Detergent,-1,611.09,0,Cash,Chinedu
06/01/2025,Gwarinpa,Uncategorised,Unknown Product,-1,1830.92,0,Cash,Cynthia
06/01/2025,Utako,Beverages,Five Alive Juice,-1,1746.07,0,Transfer,Emeka
06/01/2025,Wuse,Beverages,Five Alive Juice,-1,-280.45,100000,Transfer,Alice
06/01/2025,Gwarinpa,Beverages,Water,-1,287.89,100000,Cash,Bola
06/01/2025,Utako,Household Items,Dish Soap,1000,144.16,144160,Transfer,Alice
06/01/2025,Wuse,Snacks,Chin Chin,-1,1105.84,100000,Transfer,Unknown
06/01/2025,Maitama,Uncategorised,Unknown Product,14,1340.08,18761.12,Cash,Unknown
06/01/2025,Wuse,Snacks,Plantain Chips,20,-443.51,0,Transfer,Alice
06/01/2025,Garki,Uncategorised,Unknown Product,1000,1236.4,1236400,,Unknown
06/01/2025,Gwarinpa,Uncategorised,Unknown Product,1000,462.88,462880,POS,Unknown
06/01/2025,Wuse,Household Items,Toilet Roll,-1,1592.79,100000,,Cynthia
06/01/2025,Wuse,Uncategorised,Unknown Product,0,1978.63,100000,,Fatima
06/01/2025,Gwarinpa,Uncategorised,Unknown Product,0,713.01,100000,,Unknown
06/01/2025,Wuse,Household Items,Hand Sanitizer,4,1755.59,7022.36,POS,Chinedu
06/01/2025,Garki,Uncategorised,Unknown Product,4,566.93,2267.72,Cash,Bola
06/01/2025,Wuse,Uncategorised,Unknown Product,0,526.49,-500,Transfer,Bola
07/01/2025,Maitama,Uncategorised,Unknown Product,-1,1194.24,0,,Unknown
07/01/2025,Maitama,Snacks,Plantain Chips,1000,1967.98,1967980,,Chinedu
07/01/2025,Gwarinpa,Beverages,Pepsi,0,-462.33,0,POS,Alice
07/01/2025,Garki,Uncategorised,Unknown Product,1000,1040.79,1040790,POS,Fatima
07/01/2025,Garki,Uncategorised,Unknown Product,1000,1924.32,1924320,,Dami
07/01/2025,Garki,Beverages,Fanta,0,985.85,0,,Fatima
07/01/2025,Maitama,Uncategorised,Unknown Product,1000,317.72,317720,POS,Dami
07/01/2025,Wuse,Beverages,Water,12,914.29,10971.48,Cash,Unknown
07/01/2025,Central Area,Household Items,Toilet Roll,0,640.64,0,Transfer,Fatima
07/01/2025,Central Area,Uncategorised,Unknown Product,1000,-65.2,0,POS,Chinedu
07/01/2025,Central Area,Snacks,Plantain Chips,0,934.66,0,,Dami
07/01/2025,Wuse,Household Items,Dish Soap,19,1508.22,28656.18,POS,Unknown
07/01/2025,Central Area,Uncategorised,Unknown Product,-1,1577.29,0,,Chinedu
07/01/2025,Wuse,Snacks,Cake,1000,489.11,489110,POS,Unknown
07/01/2025,Utako,Uncategorised,Unknown Product,-1,420.02,-500,Transfer,Unknown
07/01/2025,Maitama,Beverages,Five Alive Juice,0,-338.97,0,Cash,Alice
07/01/2025,Central Area,Household Items,Toilet Roll,-1,381.3,100000,POS,Fatima
07/01/2025,Wuse,Household Items,Dish Soap,8,318.43,2547.44,Cash,Unknown
07/01/2025,Central Area,Uncategorised,Unknown Product,-1,-316.81,0,Cash,Dami
07/01/2025,Maitama,Snacks,Chin Chin,1000,1685.7,1685700,Transfer,Alice
07/01/2025,Wuse,Household Items,Dish Soap,-1,469.25,0,Cash,Dami
07/01/2025,Wuse,Uncategorised,Unknown Product,-1,-108.17,100000,Cash,Alice
07/01/2025,Central Area,Beverages,Water,0,520.22,100000,,Fatima
07/01/2025,Utako,Beverages,Pepsi,0,438.24,-500,POS,Chinedu
07/01/2025,Gwarinpa,Snacks,Biscuits,4,858.04,3432.16,Transfer,Chinedu
07/01/2025,Gwarinpa,Beverages,Five Alive Juice,1000,803.29,803290,Transfer,Unknown
07/01/2025,Gwarinpa,Uncategorised,Unknown Product,0,1200.01,-500,POS,Alice
07/01/2025,Garki,Household Items,Detergent,-1,-352.78,0,POS,Alice
07/01/2025,Central Area,Household Items,Detergent,0,1938.95,-500,,Alice
07/01/2025,Garki,Uncategorised,Unknown Product,12,-30.43,100000,Transfer,Unknown
07/01/2025,Wuse,Uncategorised,Unknown Product,0,218.17,0,Transfer,Dami
07/01/2025,Central Area,Beverages,Water,1000,1247.5,1247500,,Dami
07/01/2025,Wuse,Beverages,Five Alive Juice,1000,968.46,968460,POS,Emeka
07/01/2025,Utako,Household Items,Dish Soap,0,727.49,100000,,Chinedu
07/01/2025,Gwarinpa,Uncategorised,Unknown Product,16,842.24,13475.84,Transfer,Emeka
07/01/2025,Wuse,Uncategorised,Unknown Product,-1,40.51,-500,Cash,Alice
07/01/2025,Gwarinpa,Uncategorised,Unknown Product,17,512.37,8710.29,POS,Bola
07/01/2025,Maitama,Beverages,Fanta,-1,747.85,0,Cash,Cynthia
07/01/2025,Gwarinpa,Beverages,Pepsi,1000,729.85,729850,POS,Unknown
07/01/2025,Maitama,Uncategorised,Unknown Product,1000,133.95,133950,POS,Bola
07/01/2025,Utako,Uncategorised,Unknown Product,18,-354.67,-500,Transfer,Dami
07/01/2025,Wuse,Uncategorised,Unknown Product,1000,1561.59,1561590,POS,Alice
07/01/2025,Wuse,Uncategorised,Unknown Product,-1,946.41,-500,Cash,Unknown
07/01/2025,Gwarinpa,Uncategorised,Unknown Product,14,-78.67,100000,Transfer,Dami
07/01/2025,Central Area,Uncategorised,Unknown Product,0,1090.73,0,POS,Unknown
07/01/2025,Maitama,Household Items,Dish Soap,19,-495.59,100000,Transfer,Cynthia
07/01/2025,Wuse,Snacks,Meat Pie,0,513.02,0,Transfer,Dami
07/01/2025,Garki,Uncategorised,Unknown Product,1000,134.01,134010,POS,Bola
07/01/2025,Wuse,Snacks,Meat Pie,-1,-397.14,0,Cash,Alice
07/01/2025,Maitama,Household Items,Toilet Roll,-1,676.9,-500,POS,Emeka
07/01/2025,Wuse,Household Items,Hand Sanitizer,10,1378.57,13785.7,,Cynthia
07/01/2025,Utako,Uncategorised,Unknown Product,0,180.54,0,POS,Fatima
07/01/2025,Utako,Snacks,Biscuits,-1,1422.17,0,POS,Dami
07/01/2025,Wuse,Uncategorised,Unknown Product,-1,-495.08,0,,Dami
07/01/2025,Central Area,Uncategorised,Unknown Product,1000,1278,1278000,Cash,Alice
07/01/2025,Gwarinpa,Snacks,Biscuits,-1,882.55,0,Cash,Fatima
07/01/2025,Maitama,Beverages,Fanta,-1,857.6,0,,Alice
07/01/2025,Maitama,Snacks,Meat Pie,3,1464.42,4393.26,,Chinedu
07/01/2025,Utako,Uncategorised,Unknown Product,0,1335.57,0,POS,Unknown
07/01/2025,Utako,Beverages,Pepsi,17,528.03,8976.51,,Unknown
07/01/2025,Wuse,Beverages,Water,0,216.37,100000,Cash,Chinedu
07/01/2025,Utako,Household Items,Air Freshener,-1,1771.24,100000,Transfer,Fatima
07/01/2025,Utako,Uncategorised,Unknown Product,0,781.84,0,,Emeka
07/01/2025,Wuse,Uncategorised,Unknown Product,-1,293.54,100000,Transfer,Cynthia
07/01/2025,Gwarinpa,Uncategorised,Unknown Product,-1,1877.81,100000,,Emeka
07/01/2025,Utako,Uncategorised,Unknown Product,0,-242.42,-500,Transfer,Cynthia
07/01/2025,Wuse,Household Items,Toilet Roll,0,1833.3,100000,Transfer,Bola
07/01/2025,Central Area,Snacks,Chin Chin,0,1593.77,100000,,Cynthia
07/01/2025,Wuse,Snacks,Biscuits,1000,-196.25,-500,POS,Bola
07/01/2025,Utako,Snacks,Plantain Chips,15,1213.65,18204.75,Cash,Alice
07/01/2025,Wuse,Beverages,Coca-Cola,1000,826.13,826130,,Cynthia
07/01/2025,Gwarinpa,Household Items,Dish Soap,14,1878.53,26299.42,Transfer,Cynthia
07/01/2025,Central Area,Uncategorised,Unknown Product,-1,1037.93,0,POS,Bola
07/01/2025,Utako,Household Items,Hand Sanitizer,9,-77.55,0,POS,Chinedu
07/01/2025,Central Area,Household Items,Air Freshener,9,1181.44,10632.96,,Alice
07/01/2025,Central Area,Household Items,Detergent,-1,1564.18,0,Transfer,Unknown
07/01/2025,Gwarinpa,Uncategorised,Unknown Product,0,1710.45,-500,,Dami
07/01/2025,Utako,Snacks,Biscuits,1000,659.26,659260,Cash,Unknown
07/01/2025,Maitama,Household Items,Air Freshener,0,953.7,100000,Transfer,Unknown
07/01/2025,Maitama,Beverages,Coca-Cola,20,501.03,10020.6,Cash,Alice
07/01/2025,Gwarinpa,Uncategorised,Unknown Product,18,1436.8,25862.4,,Chinedu
07/01/2025,Garki,Household Items,Air Freshener,8,237.08,1896.64,Transfer,Dami
07/01/2025,Central Area,Household Items,Air Freshener,18,167.32,3011.76,POS,Bola
07/01/2025,Utako,Uncategorised,Unknown Product,1000,1853.04,1853040,Cash,Cynthia
07/01/2025,Maitama,Household Items,Dish Soap,1000,1679.75,1679750,Transfer,Dami
07/01/2025,Wuse,Beverages,Fanta,-1,-211.77,-500,,Cynthia
07/01/2025,Maitama,Uncategorised,Unknown Product,-1,768.04,-500,,Alice
07/01/2025,Maitama,Beverages,Water,16,1699.99,27199.84,Cash,Alice
07/01/2025,Wuse,Snacks,Meat Pie,-1,1852.34,0,,Alice
07/01/2025,Central Area,Uncategorised,Unknown Product,1000,-309.12,0,,Emeka
07/01/2025,Gwarinpa,Uncategorised,Unknown Product,-1,1425.02,-500,,Unknown
07/01/2025,Central Area,Snacks,Meat Pie,5,660.55,3302.75,,Cynthia
07/01/2025,Gwarinpa,Uncategorised,Unknown Product,0,1378.86,-500,Cash,Alice
07/01/2025,Utako,Beverages,Pepsi,1000,1361.66,1361660,POS,Bola
07/01/2025,Wuse,Uncategorised,Unknown Product,0,1868.74,-500,,Dami
07/01/2025,Garki,Snacks,Chin Chin,12,1167.66,14011.92,Cash,Alice
07/01/2025,Gwarinpa,Snacks,Cake,-1,1380.58,-500,Transfer,Fatima
07/01/2025,Gwarinpa,Household Items,Dish Soap,-1,-51.35,0,Transfer,Unknown
07/01/2025,Wuse,Snacks,Plantain Chips,19,-363.45,0,,Dami
07/01/2025,Wuse,Beverages,Water,1000,1179.88,1179880,,Unknown
07/01/2025,Maitama,Uncategorised,Unknown Product,19,1668.65,31704.35,POS,Fatima
07/01/2025,Garki,Household Items,Dish Soap,-1,1079.1,0,Cash,Emeka
07/01/2025,Garki,Uncategorised,Unknown Product,1000,274.4,274400,Transfer,Alice
07/01/2025,Central Area,Beverages,Fanta,-1,1271.66,0,,Chinedu
07/01/2025,Garki,Beverages,Water,-1,862.5,0,,Dami
07/01/2025,Central Area,Uncategorised,Unknown Product,20,-163.26,100000,,Fatima
